url;name;category;ingredients;steps;calories;protein;fat;carbohydrates
https://www.povarenok.ru/recipes/show/182270/;Гречневый смузи-боул;Каши;"Крупа гречневая — 100 г
Вода (для замачивания гречневой крупы) — 250 мл
Банан (спелые) — 2 шт
Семена льна (15-20 г) — 1 ст. л.
Молоко миндальное — 50 мл
Киви — по вкусу
Виноград — по вкусу
Мандарин — по вкусу
Орехи (грецкие орехи, фисташка) — по вкусу";"Шаг 1: Гречневую крупу промыть. Замочить в тёплой воде на ночь.
Шаг 2: Гречка впитает всю воду и станет мягкой, готовой к употреблению.
Шаг 3: Блендером измельчить замоченную гречку, бананы, семена льна и миндальное молоко. Миндальное молоко я готовила по рецепту https://www.povareno k.ru/recipes/show/74 070/ в пропорции 50 г миндаля на 250 мл воды.
Шаг 4: Для украшения нарезать бананы, киви, разобрать на дольки мандарин, очистить виноград.
Шаг 5: В миску выложить гречневый смузи. Сверху украсить нарезанными фруктами, посыпать измельчёнными орехами.
Шаг 6: Блюдо получается нежным, в меру сладким, приятным на вкус.
Шаг 7: Для большей пользы можно готовить блюдо из зелёной гречки.
Шаг 8: Готовьте с удовольствием!";98.5 ккал;2.8 г;1.5 г;19.7 г
https://www.povarenok.ru/recipes/show/182269/;"Ржаные булочки "" Быстрые""";Выпечка;"Мука пшеничная / Мука — 300 г
Мука ржаная — 200 г
Вода (+/-50 мл) — 450 мл
Дрожжи (свежие или 5 г сухих) — 15 г
Сахар (с горкой) — 2 ч. л.
Соль (с горкой) — 1 ч. л.
Уксус (у меня рисовый, можно любой) — 1 ст. л.";"Шаг 1: Приготовить ингредиенты, взвесить муку.
Шаг 2: Свежие дрожжи развести в 50 мл воды от общего количества. Если у вас сухие дрожжи, этот шаг пропустить.
Шаг 3: Просеять оба вида муки. Добавить уксус в воду, влить в муку, добавить разведённые дрожжи.
Шаг 4: Силиконовой лопаткой собрать тесто до однородности. Тесто гуще, чем на оладьи, не растекается, но очень липкое. Смотрите на консистенцию, может понадобиться больше или меньше муки. Не нужно тщательно вымешивать тесто, иначе не будет этих эффектных крупных дырочек, что видны на срезе, тесто перемешивается до исчезновения сухой муки и на этом- СТОП! Накрыть чашку с тестом и убрать в тёплое место для подъёма.
Шаг 5: Через 1,5 часа тесто увеличилось в три раза. Посмотрите, какое оно ""дышащее""! Сейчас самое время включить духовку на разогрев до 240 градусов.
Шаг 6: Присыпать стол мукой и аккуратно выложить тесто, помогая себе силиконовой лопаткой, разделить на 8 частей. Присыпая мукой, аккуратно крутя двумя руками, сформовать булочки.
Шаг 7: Перенести аккуратно на противень, застеленный бумагой для выпечки. Можно сделать небольшие надрезы. Чтобы придать булочкам хрустящую корочку, наполните глубокий противень водой и поставьте его в духовку. Противень с булочками поставить в горячую духовку и выпекать в течение 25-30 минут до зарумянивания. Следите за своей духовкой, они у всех разные!
Шаг 8: Мои булочки выпекались 25 минут, не сгорели.
Шаг 9: Вот такой пористый мякиш, корочка не жёсткая.";186.1 ккал;5.1 г;0.7 г;40.3 г
https://www.povarenok.ru/recipes/show/182268/;Сэндвичи из крекеров с ветчиной;Закуски;"Крекер — 1 упак.
Сыр творожный (с зеленью) — 150 г
Ветчина (ТМ ""Индилайт"") — 120 г
Корнишоны (пикули) — 70 г
Укроп — 1/2 пуч.";"Шаг 1: В ёмкость переложить творожный сыр.
Шаг 2: Для начинки я буду использовать ветчину ТМ ""Индилайт"".
Шаг 3: Ветчину мелко нарезать.
Шаг 4: Добавить к творожному сыру, перемешать.
Шаг 5: Пикули также мелко нарезать.
Шаг 6: Добавить к сыру с ветчиной, перемешать.
Шаг 7: Укроп промыть, обсушить, мелко нарезать.
Шаг 8: Далее формируем сэндвичи, на один крекер положить начинку, сверху накрыть вторым. Слегка придавить, чтобы по бокам выглянула начинка. Обвалять по кругу в укропе.";211.1 ккал;9.4 г;14.6 г;15 г
https://www.povarenok.ru/recipes/show/182267/;Филе индейки в картофельной шубке;Горячие блюда;"Грудка индюшки (ТМ «Индилайт») — 500 г
Картофель (очищенный 900 г) — 970 г
Лук репчатый (120 г) — 1 шт
Чеснок — 2 зуб.
Яйцо куриное — 3 шт
Соевый соус — 3 ст. л.
Сухари панировочные / Панировка — 8 ст. л.
Масло растительное — 100 мл
Приправа — 2 ч. л.
Специи
Зелень (у меня перья зеленого чеснока - для украшения блюда) — 1 пуч.";"Шаг 1: 1. Основные продукты для приготовления.
Шаг 2: 2. Овощи очищаем.
Шаг 3: 3. Лук и чеснок нарезаем мелким кубиком,...
Шаг 4: 4... и обжариваем на разогретом растительном масле, минуты 3.
Шаг 5: 5. Картофель трем на крупной терке. Промывать тертый картофель водой или нет по желанию.
Шаг 6: 6. Немного подмороженное филе грудки, вначале разрезаем на 4 части. Затем каждую часть, разрезаем продольно на 2 части,...
Шаг 7: 7. ..., слегка прижимая ладонью. Нож держим параллельно разделочному столу. По толщине каждая часть ~ 1см.
Шаг 8: 8. А затем каждую часть делим на 2 части. Получилось 16 кусочков филе. Посыпаем филе индейки с двух сторон приправой. Состав моей сушеной приправы: соль, перец, лук, чеснок, петрушка, укроп... (или берем приправу для курицы).
Шаг 9: 9. К картофелю добавляем: соевый соус 2-3 ст. л., масло растительное 3 ст. л., 1 ч. л. приправы...
Шаг 10: 10... жареный лук с чесноком...
Шаг 11: 11... и панировочные сухари 8 ст. л.. Накрываем миску и оставляем на 20 минут для пропитки сухарей.
Шаг 12: 12. Взбиваем 3 яйца с маленькой щепоткой соли.
Шаг 13: 13. И выливаем в миску к овощам, хорошо перемешиваем.
Шаг 14: 14. На разогретой сковороде, немного смазанной растительным маслом пробуем поджарить картофельный блинчик. Если жидкое тесто, добавьте сухари.
Шаг 15: 15. На разогретую сковороду раскладываем картофельное тесто по 2 ст. л. на каждую лепешку. И кладем по кусочку мяса.
Шаг 16: 16. Закрываем мясо картофельным тестом по 2 ст. л. на кусочек. Можно прикрыть неплотно крышкой.
Шаг 17: 17. Жарим на небольшом огне, по 15 минут с каждой стороны.
Шаг 18: 18. Получаются вот такие румяные, сочные кусочки индейки в картофельной шубке. Подаем блюдо с пряным соусом.
Шаг 19: Приятного аппетита! P. S. Готовила первый раз, или давно не готовила, картофеля хватило на 10 кусочков мяса. Т. е. картофеля надо больше. Остальное мясо я обваляла в муке, затем в яйцо и в сухарях. И обязательно тестируйте картофельное тесто, прежде, чем готовить.";152.7 ккал;3.2 г;5.7 г;17.6 г
https://www.povarenok.ru/recipes/show/182266/;Пирог с колбасками и творожным сыром;Выпечка;"Тесто слоеное — 500 г
Колбаски (ТМ ""Индилайт"") — 1 упак.
Масло растительное — 1 ст. л.
Сыр творожный — 400 г
Сыр полутвердый — 50 г
Укроп — 1/2 пуч.
Каперсы — 2 ст. л.
Яйцо куриное (для смазки) — 1 шт";"Шаг 1: Слоёное тесто раскатать, вырезать круг, диаметром чуть больше формы для выпечки, чтобы сформировать бортики. Из обрезков мы будем украшать пирог.
Шаг 2: Переместить тесто в форму для выпечки, смазанную растительным маслом.
Шаг 3: Для начинки я буду использовать колбаски ТМ ""Индилайт"".
Шаг 4: Обжарить колбаски до золотистости на растительном масле.
Шаг 5: Нарезать колбаски на кусочки, распределить в форме.
Шаг 6: В ёмкости смешать творожный сыр, мелко нарезанный укроп, каперсы и сыр, натертый на мелкой терке. Перемешать.
Шаг 7: Распределить полученную массу в форме, поверх колбасок.
Шаг 8: Сверху натереть моцареллу на мелкой терке.
Шаг 9: Из обрезков вырезать елочки, с помощью специальных формочек. Смазать взбитым яйцом. Выпекать в духовке, заранее разогретой до 190 гр., 25-30 мин.";260.1 ккал;9.1 г;18.4 г;15.3 г
https://www.povarenok.ru/recipes/show/182265/;Пирог с тефтелями и сыром;Выпечка;"Тесто слоеное — 500 г
Кетчуп — 1 ст. л.
Сыр полутвердый — 40 г
Тефтели (ТМ ""Индилайт"") — 1 упак.
Моцарелла (мини) — 50 г
Помидоры черри — 3 шт
Зелень — 10 г
Яйцо куриное (для смазки) — 1 шт";"Шаг 1: Тесто слоёное раскатать в прямоугольник.
Шаг 2: Один край смазать кетчупом.
Шаг 3: Распределить сыр, натертый на мелкой терке.
Шаг 4: Для пирога я буду использовать тефтели ТМ""Индилайт"".
Шаг 5: Тефтели разрезать пополам, разложить поверх сыра, чуть внахлест.
Шаг 6: Шарики моцареллы разрезать пополам, разложить поверх тефтелей, немного вдавливая их.
Шаг 7: Помидоры черри помыть, разрезать на четвертинки. Разложить их между моцареллой. Посыпать, мелко нарезанными укропом.
Шаг 8: Свернуть половину в рулет. На остальной части теста сделать сеточку, с помощью специального ролика.
Шаг 9: Раздвинуть сеточку, свернуть рулет, лишнее тесто обрезать. Из оставшегося теста можно сделать украшения для пирога, я сделала елочки и звёздочки.
Шаг 10: Украсить пирог фигурками и и смазать взбитым яйцом. Выпекать в духовке, заранее разогретой до 190 гр., 20-25 мин.";284.7 ккал;7.9 г;16.7 г;28.2 г
https://www.povarenok.ru/recipes/show/182264/;Сэндвич из индейки;Горячие блюда;"Индейка (Филе грудки ТМ «Индилайт») — 500 г
Сыр твердый — 60 г
Помидор — 2 шт
Лук репчатый — 1 шт
Майонез — 3 ст. л.
Сухари панировочные / Панировка — 4 ст. л.";"Шаг 1: Для данного блюда я использовала филе грудки индейки ТМ «Индилайт», но так же вкусно использовать бедро индейки ТМ «Индилайт».
Шаг 2: Филе грудки ТМ «Индилайт» порезать на кубики и пропустить через мясорубку или как я - через блендер. К мясу я добавила 15гр лука, немного, чтобы сделать фарш мягче. Иногда я добавляю кабачок на терке или свежий картофель, так же на терке. Добавить соль, специи по вкусу. Все перемешать с фаршем до однородности.
Шаг 3: Получившийся фарш выложить на пергамент или силиконовый коврик. У меня многоразовый коврик-пергамент. Разровнять в виде прямоугольника - сначала ложкой, а потом вилкой. Помидор и лук порезать кольцами. Сыр потереть на терке.
Шаг 4: Одну половину смазать майонезом. Можно смазать полностью, а можете использовать сметану, соус или вообще пропустить этот шаг.
Шаг 5: Поверх майонеза выложить лук, потом помидоры. На другую сторону выложить сыр. Можно использовать грибы, творожный сыр, оливки, маринованные огурчики - все что любите. Один раз приготовите - поймете что это и уже в следующий раз поэкспериментируйте.
Шаг 6: Свернуть пополам «как закрыть книгу» - одну часть накрыть другой частью - часть с сыром ложится на часть с помидорами. Сверху щедро посыпать панировочными сухарями. Можно немного примять их руками. Не жалейте сухари и не забывайте про бортики со всех сторон, их тоже хорошо посыпем сухарями.
Шаг 7: Поставить в разогретую духовку на 30-40минут, 180градусов, я использую режим конвекция. На первые 15 минут я накрываю свободным концом пергамента, потом открываю полностью. У меня сухари белого цвета и видно, как спустя время, они подрумяниваются.
Шаг 8: С пылу, с жару!
Шаг 9: Режем порционно и приятного аппетита!";177.1 ккал;13 г;9.7 г;10.2 г
https://www.povarenok.ru/recipes/show/182263/;"Вафли ""Сырный восторг""";Десерты;"Сыр твердый (Я готовлю из моцареллы, она хорошо плавится и не тянется за зубами) — 200 г
Яйцо куриное — 2 шт
Сметана — 200 г
Разрыхлитель теста — 3 г
Мука пшеничная / Мука (Без горки) — 6 ст. л.
Масло оливковое — 1 ст. л.
Укроп
Соль — по вкусу";"Шаг 1: Подготовить продукты
Шаг 2: Натереть сыр на крупной терке. Переложить в глубокую емкость
Шаг 3: Добавить яйца
Шаг 4: Добавить сметану. Все перемешать до однородной массы
Шаг 5: Добавить муку, разрыхлитель для теста, соль по вкусу
Шаг 6: Добавить немного мелко нарезанного укропа. Все перемешать
Шаг 7: Разогреть вафельницу. Смазать маслом. Выложить тесто. Выпекать около 4-5 минут
Шаг 8: Одна вафля - 1,5 ст. ложки теста
Шаг 9: Вафли готовы. Всем приятного аппетита!";219.4 ккал;10.4 г;11 г;19.9 г
https://www.povarenok.ru/recipes/show/182262/;Новогодний фуршет с нарезкой из индейки;Закуски;"Индейка (ТМ Индилайт 1. Ветчина из грудки индейки 120 г (упаковка) 2. Сыровяленое филе бедра индейки 70 г (упаковка)) — 190 г
Сыр мягкий (С белой плесенью (упаковка)) — 100 г
Багет — 7 ломт.
Помидоры черри (Красные 2шт. Желтые 2 шт.) — 4 шт
Огурец — 2 ломт.
Маслины — 2 шт
Оливки зеленые — 2 шт
Листья салата / Салат (Листовой салат ""Фриллис"") — 1/7 пуч.
Петрушка — 2 веточ.";"Шаг 1: Распечатать упаковки продукции Индилайт.
Шаг 2: Подготовить все ингредиенты для фуршета.
Шаг 3: От багета отрезать ломтики и подсушить их на сухой сковородке с двух сторон. Хлеб остается внутри мягким, а корочка получается хрустящей. Огурец порезать овощечисткой дольками вдоль.
Шаг 4: На ломтики багета нанизать продукты деревянной шпажкой. Порядок сборки канапе: 1 - багет + лист салата + мясо + лист петрушки + огурец + оливка, 2 - багет + лист салата + мясо + сыр, 3 - багет + лист салата + ветчина + лист петрушки + черри красный + сыр + черри желтый, 4 - багет + лист салата + ветчина + лист петрушки + огурец + маслина, 5 - багет + сыр + лист салата + ветчина + лист петрушки + маслина + черри красный + оливка, 6 - багет + лист салата + мясо + лист петрушки + сыр, 7 - багет +лист салата + мясо + лист петрушки + черри желтый + сыр + черри красный. Закусочное блюдо готово! Новогоднее канапе украсит фуршетный стол. С наступающим старым Новым годом!!!";134.6 ккал;7.4 г;6.2 г;12.1 г
https://www.povarenok.ru/recipes/show/182261/;"Салат-закуска ""Зимняя сказка""";Салаты;"Индейка (голень варено-копченая ТМ Индилайт) — 200 г
Кукуруза (консервированная) — 200 г
Сыр твердый — 100 г
Огурец соленый — 3 шт
Желток яичный (вареный) — 3 шт
Белок яичный (вареный) — 3 шт
Майонез — по вкусу
Чернослив — 40 г
Яйцо куриное (вареное) — 4 шт
Морковь (вареная) — 1 шт
Маслины
Листья салата / Салат
Гранат (по желанию)
Соломка (соленая)";"Шаг 1: Для приготовления салата-закуски я использовала варено-копченую голень индейки ТМ Индилайт.
Шаг 2: Варено-копченую голень индейки нарежьте маленькими кусочками, также мелко нарежьте чернослив.
Шаг 3: Нарезанную голень индейки и чернослив переложите в миску, добавьте 1 ст. л. майонеза и хорошо перемешайте.
Шаг 4: Салат-закуску я буду готовить слоями, для этого берем разъемную форму (d-18 см) поставить её на блюдо. Первый слой выкладываем смесь варено-копченой голени индейки и чернослива.
Шаг 5: Затем выложить натертые на мелкой терке вареные желтки, нанести тонкий слой майонеза.
Шаг 6: Следующим слоем выложить консервированную кукурузу, слегка смазать майонезом.
Шаг 7: Далее выложить мелко нарезанные соленые огурцы, нанести тонкий слой майонеза.
Шаг 8: Сыр натереть на мелкой терке.
Шаг 9: Выложить следующим слоем, слегка смазать майонезом.
Шаг 10: Вареные белки натереть на мелкой терке и выложить сверху на слой сыра и майонеза. Закрыть салат-закуску пищевой пленкой и поставить в холодильник на 1-2 часа.
Шаг 11: Теперь приготовим украшения для салата-закуски: берем 4 вареных яйца чистим и обрезаем их с двух сторон, чтобы яйцо было ""устойчивым"".
Шаг 12: С помощью трубочки для сока в двух яйцах сделайте выемки для ""глаз"" и ""носа""-это будет голова снеговика. Затем у других двух яиц сделайте выемки для ""пуговиц""-это будет ""туловище""снеговика. Этой же трубочкой из маслин вырежьте ""глаза"" и ""пуговицы"". Из вареной моркови вырежьте ""нос"" и шайбочки для ""шляпы"" снеговика. Соленая соломка будет ""руками"" снеговиков.
Шаг 13: Салат-закуску достаньте из холодильника, аккуратно снимите форму, бока обмажьте майонезом и приступите к оформлению.
Шаг 14: Теперь с помощью деревянной шпажки нанижите все части снеговиков и выставите их на приготовленный салат-закуску. Украсьте листьями салата и зернами граната. Вкусных праздников!";99.6 ккал;7.4 г;4.5 г;10.8 г
