url;name;category;ingredients;steps;calories;protein;fat;carbohydrates
https://www.povarenok.ru/recipes/show/182577/;"Свекольный смузи ""Черноплодка""";Напитки;"Свекла (запеченная или отварная) — 100 г
Рябина черноплодная — 50 г
Яблоко — 1 шт
Кефир (у меня 1% жирности) — 250 мл
Сок лимонный (или 0,5 ч.л. концентрированного, по вкусу) — 1 ч. л.
Пищевая добавка (соевый протеин без добавок) — 15 г";"Шаг 1: Ингредиенты просты и доступны. Арония замороженная. Лимонный сок можно использовать как концентрированный, так и свежевыжатый. Черника - ингредиент необязательный.
Шаг 2: Свеклу порезать крупно (со шкуркой или без - по вкусу), яблоко освободить от семенной коробочки и крупно порезать, сложить все ингредиенты в стакан блендера. Кефир нет смысла предварительно отмерять, добавьте опционально. Лимонный сок можно не использовать.
Шаг 3: Измельчить и взбить.
Шаг 4: Украсить ягодами. У меня было немного замороженной черники. Не стала в ингредиентах указывать. Из данного количества ингредиентов получается две порции по 250мл. Смузи получается больше питьевой консистенции.";46.9 ккал;2.5 г;0.2 г;8.2 г
https://www.povarenok.ru/recipes/show/182576/;Нисуазские пироги для пикника;Выпечка;"Помидор (большие, нарезать на мелкие кусочки) — 2 шт
Перец болгарский (зажарить, нарезать на мелкие кусочки) — 1 шт
Лук репчатый (мелко нарезать) — 1/2 шт
Маслины (нарезать) — 1 горст.
Мука пшеничная / Мука — 180 г
Специи (Прованские) — 1 ч. л.
Разрыхлитель теста — 1.5 ч. л.
Соль — 0,5 ч. л.
Перец черный — 1/2 ч. л.
Перец красный жгучий — 1 щепот.
Яйцо куриное (взбить) — 3 шт
Масло оливковое (оставить каплю оливкового масла для смазки пирога) — 80 мл
Мед — 1,5 ст. л.
Пармезан (натертый на крупной терке) — 60 г
Масло сливочное (Для смазывания ёмкости для запекания)
Укроп (мелко нарезанный) — 40 г";"Шаг 1: Разогреть духовку до 180С. Смазать форму для запекания сливочным маслом.. Тем временем, в отдельной ёмкости смешать муку, разрыхлитель, травы прованские сухие, укроп, соль, перец черный и перец красный жгучий.
Шаг 2: Отдельно в салатнице смешать взбитые яйца, мед и оливковое масло.
Шаг 3: Соединить жидкие и сухие ингредиенты. Добавить пармезан. Перемешать.
Шаг 4: Вылить тесто в ёмкость для запекания. Разровнять. Сверху выложить единым слоем кусочки помидоров, лук, жареный перец и маслины. С помощью кисточки смазать пирог оливковым маслом
Шаг 5: Запекать 20-22 минуты до готовности пирога, которая определяемся сухостью лучины, помещенной в центр пирога.
Шаг 6: Разрезать пирог на части. Часть - распределить по тарелкам, другую часть убрать в холодильник для завтрашнего пикника на природе.";215.4 ккал;6 г;12.5 г;18.8 г
https://www.povarenok.ru/recipes/show/182575/;"Смузи ""Солнечный""";Напитки;"Груша (~400 грамм) — 2 шт
Манго (~200 грамм)
Лайм (сок)
Молоко — 250 мл
Хлопья овсяные (=30 грамм) — 2 ст. л.
Мята (для украшения) — по вкусу";"Шаг 1: Приготовить фрукты, взвесить овсяные хлопья.
Шаг 2: Хлопья замочить в молоке. Я беру 250 мл молока, смузи получается густой. Если хотите пожиже, берите 500 мл.
Шаг 3: Груши можно не чистить, если шкурка мягкая, на моих жёсткая, поэтому я почистила. Груши нарезать кубиками, отрезать манго справа и слева от ядра, нарезать ножом на кубики, на прорезая шкурку, с оставшейся части обрезать мякоть.
Шаг 4: Груши, манго и сок лайма пробить блендером.
Шаг 5: Добавить молоко с овсянкой, ещё раз пробить до кремового состояния.
Шаг 6: Разлить по бокалам, украсить мятой и сразу подавать.
Шаг 7: Быстро, вкусно и полезно!";53.1 ккал;1.3 г;0.5 г;10.4 г
https://www.povarenok.ru/recipes/show/182574/;"Смузи ""Изумруд""";Напитки;"Шпинат — 70 г
Груша (сладкие, 250 г) — 2 шт
Киви (крупное, спелое, 175 г) — 1 шт";"Шаг 1: Нарезать груши, киви, шпинат. По желанию, киви и груши можно очистить от кожуры. Я не очищаю.
Шаг 2: Измельчить блендером все ингредиенты.
Шаг 3: Перелить смузи в чашку и подавать.
Шаг 4: Смузи получается сладким, приятным. Содержит ударную дозу витаминов и клетчатки.
Шаг 5: Готовьте с удовольствием!";44.4 ккал;0.9 г;0.4 г;10.2 г
https://www.povarenok.ru/recipes/show/182573/;Овсяные кексы;Выпечка;"Хлопья овсяные (85 г) — 6 ст. л.
Творог (мягкий) — 120 г
Молоко — 2 ст. л.
Яйцо куриное — 2 шт
Сода (без горки) — 1 ч. л.
Укроп (только стебли) — 1 ст. л.
Перец черный — по вкусу";"Шаг 1: Овсяные хлопья измельчить в муку.
Шаг 2: Стебли укропа мелко нарезать.
Шаг 3: Смешать мягкий творог, желтки яиц, черный перец, соду, молоко, укроп и овсяную муку.
Шаг 4: Белки яиц взбить.
Шаг 5: Вмешать взбитые белки в тесто.
Шаг 6: Наполнить порционные силиконовые формочки тестом на 2/3. Запечь в духовке при 180° в течение 30 минут. Дать остыть.
Шаг 7: Выложить хлебцы на тарелку и подавать.
Шаг 8: Кексы получаются воздушными, по вкусу напоминающими хлеб.
Шаг 9: Готовьте с удовольствием!";150.9 ккал;12.4 г;5.1 г;14.4 г
https://www.povarenok.ru/recipes/show/182572/;Банановое мороженое с аквафабой;Десерты;"Банан (вес мякоти; переспелые или очень спелые) — 200 г
Какао-порошок — 20 г
Сок лимонный — 1 ст. л.
Вода (Аквафаба) — 200 мл";"Шаг 1: Аквафабу можно получить после варки нута. У меня осталась она после приготовления рецепта https://www.povareno k.ru/recipes/show/14 6093/ Холодную аквафабу с лимонным соком взбить венчиком или миксером до густой пены.
Шаг 2: Бананы для мороженого лучше брать переспелые. Бананы нужно очистить, размять в пюре вместе с какао. Взбить вместе с аквафабой до однородности.
Шаг 3: Переложить массу в контейнер и поставить в морозилку на ночь.
Шаг 4: Если сразу достать из холодильника, у мороженого будет неоднородная структура, но всё равно вкусно.
Шаг 5: Перед подачей лучше дать мороженому немного постоять при комнатной температуре или в холодильнике.
Шаг 6: Готовьте с удовольствием!";53.5 ккал;1.8 г;0.7 г;10.5 г
https://www.povarenok.ru/recipes/show/182571/;Куриное филе в соусе карри;Горячие блюда;"Филе куриное (3 филе) — 570 г
Лук репчатый (130 г) — 1 шт
Йогурт (натуральный, ложковый) — 200 г
Карри (с горкой) — 1 ч. л.";"Шаг 1: Куриное филе нарезать на кусочки. Лук очистить, нарезать не крупно.
Шаг 2: Смешать курицу, лук, карри и йогурт. Оставить мариноваться в холодильнике минимум на 2 часа.
Шаг 3: Поставить кастрюлю с курицей на слабый огонь, накрыв крышкой. Готовить час.
Шаг 4: Выложить курицу в тарелку.
Шаг 5: По желанию посыпать мелко нарезанной зеленью.
Шаг 6: Готовьте с удовольствием!";99.7 ккал;16.2 г;1.1 г;5.2 г
https://www.povarenok.ru/recipes/show/182570/;Очень быстрый и вкусный соус к шашлыку;Соусы;"Томатная паста — 500 г
Чеснок — 4 зуб.
Зелень — 1 пуч.
Специи — по вкусу
Масло подсолнечное — 1 ст. л.
Вода — 2 ст. л.";;114 ккал;5.1 г;4.1 г;16.4 г
https://www.povarenok.ru/recipes/show/182569/;Свекольный смузи со шпинатом и семечками;Напитки;"Свекла (печеная или отварная) — 100 г
Шпинат (замороженный) — 100 г
Семена льна (примерно 3чл) — 15 г
Пищевая добавка (протеин подсолнечный без добавок) — 15 г
Вода — 200-250 мл
Семена (для подачи) — 1 ч. л.";"Шаг 1: Ингредиенты смузи. Шпинат, разумеется, можно использовать свежий. Так же можно вместо протеина использовать подсолнечные семечки, но нужно учитывать, что протеин - белковый продукт, а семечки - жировой. Лен у меня белый, но это не принципиально.
Шаг 2: Свеклу порезать крупно (оставлять шкурку или нет - на вкус), шпинат можно слегка разморозить, семечки льна смолоть в кофемолке. Как вариант - замочить льняные семечки в воде на ночь и уже эту смесь добавить в смузи. Долить 200- 250 мл воды. Поместить подготовленные ингредиенты в стакан блендера. Измельчить и взбить.
Шаг 3: При подаче можно присыпать смузи семечками. По 0,5 чл на порцию У меня салатный микс.
Шаг 4: Получется две порции смузи по 250мл
Шаг 5: Смузи получается с отчетливым вкусом семян льна, свекла оттеняет, шпинат незаметен. Структура не гомогенная, но органолептически приятная.";;;;
https://www.povarenok.ru/recipes/show/182568/;Пирожки с яблочной начинкой;Выпечка;"Мука пшеничная / Мука (+ 2 ст.л. на подпыл) — 580 г
Яйцо куриное — 2 шт
Молоко (теплое) — 200 мл
Дрожжи (сухие или 25 гр свежие) — 8 г
Сахар — 2 ст. л.
Ванильный сахар — 10 г
Масло сливочное (растопить и охладить) — 75 г
Масло растительное — 25 г
Соль — 1,5 ч. л.
Яблоко — 7 шт
Сахар — 120 г
Крупа манная — 2 ст. л.
Корица — 1 ч. л.
Яйцо куриное (+ 1 щепотка сахара + 1 ст.л. молоко) — 1 шт";"Шаг 1: 1. Продукты для приготовления теста.
Шаг 2: 2. Просеиваем муку.
Шаг 3: 3. Активируем дрожжи. Смешиваем венчиком: сахар 1 ст. л., дрожжи 8 г и 3 ст. л. муки. Добавляем теплое молоко (40 С) и перемешиваем до однородности. Оставляем опару минут на 20 или до появления пышной шапочки.
Шаг 4: 4. Вбиваем в миску яйца (2 шт) и всыпаем соль (1-1,5 ч. л.), взбиваем венчиком.
Шаг 5: 5. К опаре добавляем: сахар (1 ст. л.), ванильный сахар, взбитые яйца, растопленное и охлажденное сливочное масло и перемешиваем венчиком.
Шаг 6: 6. В 2-3 приема вмешиваем просеянную муку.
Шаг 7: 7. Замешиваем тесто.
Шаг 8: 8. Подпыляем столешницу и выкладываем тесто.
Шаг 9: 9. Вмешиваем 2 ст. л. растительного масла в тесто, собираем в ком и округляем.
Шаг 10: 10. Смазываем тесто и миску растительным маслом (1 ст. л.) и накрываем пленкой или полотенцем. Оставляем миску на раcстойке в теплом месте на 1,5 часа или до увеличения теста в 2,5 раза.
Шаг 11: 11. Приготовим начинку. Яблоки очищаем и нарезаем маленькими кубиками.
Шаг 12: 12. Разогреваем сливочное масло (25 г) и добавляем сахар, корицу по вкусу, яблоки, перемешиваем и тушим до небольшого испарения сока.
Шаг 13: 13. Когда сок на половину испарится, всыпаем крупу (2 ст. л.), перемешиваем и снимаем с огня. Начинка получается густая без сока.
Шаг 14: 14. Тесто подошло, обминаем и делим на 2 части.
Шаг 15: 15. Затем каждую часть немного скатываем и делим на маленькие кусочки (60 г). Подкатываем кусочки теста и округляем.
Шаг 16: 16. Раскатываем кругляки кружочками. Кладем начинку и защипываем край.
Шаг 17: 17. Выкладываем пироги на противень, на небольшом расстоянии друг от друга. Противень предварительно застилаем пекарской бумагой и смазываем маслом (растительным или сливочным). Накрываем противень пленкой, полотенцем и оставляем в теплом месте минут на 30 иди до увеличения пирогов в 2 раза.
Шаг 18: 18. Смазываем пироги взбитым яйцом и выпекаем в разогретой до 180-190 С духовке в течение 20-25 минут или до готовности.
Шаг 19: 19. Готовые пирожки спрыскиваем водой или смазываем сливочным маслом. Удачной Вам выпечки!";192.2 ккал;4 г;5.3 г;32.1 г
