url;name;category;ingredients;steps;calories;protein;fat;carbohydrates
https://www.povarenok.ru/recipes/show/179789/;Индейка по-эстонски;Горячие блюда;"Индейка — 500 г
Картофель — 700 г
Сметана — 1 стак.
Соль — по вкусу
Петрушка — по вкусу";"Шаг 1: Подготовьте ингридиенты.
Шаг 2: Вымойте мясо индейки. Порежьте небольшими кусочками.
Шаг 3: Картофель очистите, порежьте кубиком и залейте водой, чтобы вышел лишний крахмал.
Шаг 4: Приварите индейку в сковороде в течение 10 минут, посолите по вкусу..
Шаг 5: Процедите мясо, оставьте полстакана бульона. Переложите индейку в большую сковороду, добавьте нарезанный картофель, сметану и полстакана бульона. Посолите по вкусу. Тушите на среднем огне 45-60 минут до мягкости картофеля.
Шаг 6: Украсьте готовое блюдо петрушкой.";145.9 ккал;8.9 г;7.6 г;10.3 г
https://www.povarenok.ru/recipes/show/179788/;Закусочные маффины с индейкой;Закуски;"Индейка (филе голени ТМ Индилайт) — 150 г
Яйцо куриное — 2 шт
Творог — 50 г
Йогурт (натуральный) — 50 г
Сыр полутвердый — 50 г
Зелень (рубленая) — 2 ст. л.
Чеснок — 1 зуб.
Лаваш (тонкий, круглый, 70 г) — 1 шт
Смесь перцев — по вкусу
Соль — по вкусу
Масло растительное — 1 ст. л.
Кунжут — по вкусу";"Шаг 1: Для приготовления маффинов я использовала филе голени индейки ТМ Индилайт.
Шаг 2: Филе нарежьте небольшими кусочками, обжарьте на растительном масле до изменения цвета, потушите 7-10 минут, посолите, поперчите по вкусу. Остудите.
Шаг 3: Смешайте творог, яйца и йогурт.
Шаг 4: Добавьте мелко нарезанное филе голени индейки, тертый сыр, зелень, мелко нарезанный чеснок и соль по вкусу, перемешайте.
Шаг 5: Добавьте порванный руками лаваш.
Шаг 6: Перемешайте.
Шаг 7: Разложите массу по формочкам, смазанным маслом, посыпьте кунжутом.
Шаг 8: Выпекайте при 190*С около 35 минут.
Шаг 9: Остудите на решетке.
Шаг 10: Возьмите с собой на работу или учебу.";199.4 ккал;12.4 г;7.7 г;20.8 г
https://www.povarenok.ru/recipes/show/179787/;Карамельный, ванильный и шоколадный десерт;Десерты;"Сахар — 120 г
Пудинг ванильный (35 гр) — 1 пач.
Молоко — 400 мл
Крахмал кукурузный — 1 ч. л.
Ванильный сахар — 1 пакет.
Сахар — 3 ст. л.
Полента кукурузная (ТМ Bravolli) — 40 г
Масло растительное (- 1 ч.л. для смазки формочек) — 50 мл
Сахар — 1,5 ст. л.
Молоко — 180 мл
Какао-порошок (7 гр) — 1 ст. л.
Разрыхлитель теста — 1 ч. л.";"Шаг 1: 1. Подготовим продукты для приготовления и 6 формочек, Ф=9 см.
Шаг 2: 2. Формочки смазываем растительным маслом (1 ч. л. от общего кол-ва).
Шаг 3: 3. Приготовим карамельный слой. 120 грамм сахара высыпаем в сухую сковороду,...
Шаг 4: 4... и растопим на слабом огне до коричневого цвета.
Шаг 5: 5. Разливаем карамель по формочкам и убираем в сторону остывать.
Шаг 6: 6. Приготовим второй слой - ванильный. Ванильный пудинг (35 г) смешиваем с кукурузным крахмалом (1 ч. л.)
Шаг 7: 7. Добавляем 60 мл холодного молока и взбиваем вилкой или венчиком до однородности.
Шаг 8: 8. В ковшике разогреваем оставшееся молоко (340 мл) и всыпаем сахар (2-3 ст. л.). Доводим молоко до кипения и растворения сахара.
Шаг 9: 9. Вливаем в ковшик пудинговую смесь и варим на слабом огне до небольшого загустения.
Шаг 10: 10. Заливаем формочки молочной смесью и оставляем остывать.
Шаг 11: 11. И последний слой шоколадный. Смешиваем поленту с какао (1 ст. л.), сахаром (1 ст. л.) и разрыхлителем.
Шаг 12: 12. Добавляем молоко (180 мл),...
Шаг 13: 13... и взбиваем венчиком.
Шаг 14: 14. Выливаем смесь в ковшик и добавляем растительное масло.
Шаг 15: 15. Варим на медленном огне до загустения (как крем).
Шаг 16: 16. Раскладываем шоколадную смесь по формочкам. Запекаем десерт в разогретой до 180 С духовке минут 20 на верхней полке.
Шаг 17: 17. Затем даем время полностью остыть и извлекаем из формочек.
Шаг 18: 18. Приятного чаепития!";180.8 ккал;2.6 г;6.1 г;28.9 г
https://www.povarenok.ru/recipes/show/179786/;Ругувачки с творожным сыром;Выпечка;"Масло сливочное — 90 г
Вода (горячая) — 200 мл
Соль — 0.5…1 ч. л.
Мука пшеничная / Мука — 400…450 г
Масло растительное (Для жарки) — по вкусу
Сыр творожный (Сливочный Hochland) — 400 г
Лук зеленый — 1 пуч.
Соль — по вкусу";"Шаг 1: Сливочное масло нарезать на кубики, поместить в чашу для замеса теста, дать постоять минут 10-15, чтобы довести до комнатной температуры.
Шаг 2: Влить горячую воду.
Шаг 3: Сверху просеять муку, добавить соль и быстро перемешать деревянной ложкой.
Шаг 4: Как только тесто станет не таким горячим, выложить его на стол и домесить руками. Можно добавить на руки несколько капель растительного масла и вымешивать тесто станет гораздо легче, буквально минуты две до мягкого, однородного и эластичного состояния. Тесто переложить обратно в миску, накрыть полотенцем или пленкой и дать отдохнуть 20 минут, пока готовится начинка.
Шаг 5: Для начинки мелко нарезать зеленый лук.
Шаг 6: Творожный сыр (я использовала творожный сыр Сливочный от Hochland) хорошо размять, добавить соль по вкусу, зеленый лук. Хорошо перемешать. Начинка готова. Можно добавить брынзу, но в этом случае, количество соли в начинке необходимо уменьшить.
Шаг 7: Тесто разделить на 12 частей, подкатать колобки и каждый колобок тонко раскатать в круг.
Шаг 8: А далее формируем, как чебуреки. На одну половину равномерно выкладываем начинку. Чтобы не попасть в ситуацию, когда в конце не хватит начинки или наоборот - теста, я измеряю на весах чистый вес начинки и делю его на количество изделий, в данном случае на 12. Затем определяю, сколько приблизительно столовых или чайных ложек содержит количество начинки на 1 изделий.
Шаг 9: Накрыть начинку не смазанной стороной сочня, выпуская воздух, хорошо прижать края и дополнительно пройтись вилкой.
Шаг 10: На сковороде разогреть растительное масло и обжарить ругувачки на среднем огне до готовности с двух сторон.
Шаг 11: Готовые ругувачки сразу подать к столу. Приятного аппетита!";256 ккал;7.1 г;13.6 г;26.9 г
https://www.povarenok.ru/recipes/show/179785/;Карамелизированные персики;Десерты;"Персик — 2 шт
Сахар тростниковый — 1 ст. л.
Мед — 1 ст. л.
Сыр творожный (Сливочный Hochland) — 100 г
Йогурт (греческий) — 100 г
Фисташки — по вкусу
Черника — 1 ст. л.
Сахарная пудра — 1 ст. л.";"Шаг 1: Фисташки очистить и крупно порубить, количество произвольное. У меня примерно 2 ст. л.
Шаг 2: Персики для этого десерта подходят спелые, но достаточно твердые, чтобы во время приготовления не потеряли форму. Персики очистить от кожуры, разрезать пополам и удалить косточки.
Шаг 3: Подготовленные персики выложить на сухую сковороду и разогреть на среднем огне.
Шаг 4: Посыпать сверху персики 1/2 ст. л. коричневого сахара и перевернуть.
Шаг 5: Дать персикам пустить немного сока примерно 2 минуты. Затем равномерно посыпать оставшимся сахаром другую сторону и перевернуть.
Шаг 6: Готовить примерно 2 минуты.
Шаг 7: Полить медом (1/2 ст. л.) и перевернуть. Полить оставшимся медом другую сторону и перевернуть. Дать персикам карамелизироваться. В этот момент вы увидите как выделившиеся соки будут пузыриться. Как только персики будут готовы, выключить огонь и отставить в сторону.
Шаг 8: Приготовить крем. Для этого в кухонный процессор добавить греческий йогурт без добавок, сахарную пудру и творожный сыр (я использовала творожный сыр Сливочный от Hochland). Взбить до однородной консистенции. Крем можно приготовить и без сахара.
Шаг 9: Теплые персики выложить на порционные блюда, полить карамельным соком со сковороды, добавить крем, украсить черникой и фисташками. Приятного аппетита!";133.9 ккал;3 г;3.9 г;21.6 г
https://www.povarenok.ru/recipes/show/179784/;Средиземноморские закусочные рулетики;Закуски;"Тесто слоеное бездрожжевое — 250 г
Сыр творожный (cream cheese Hochland) — 4 ст. л.
Сметана — 2 ст. л.
Бекон — 60 г
Оливки зеленые — 8 шт
Пармезан — 40 г
Приправа (смесь ""Прованские травы"") — по вкусу
Перец черный — по вкусу";"Шаг 1: Пласт слоеного теста разморозить. Творожный сыр смешать со сметаной, травами и черным перцем.
Шаг 2: Тесто раскатать и смазать творожно-сметанной массой. Сверху выложить тоненькие пластинки бекона и нарезанные кружочками оливки. Все присыпать сыром. Свернуть рулет, обернуть пленкой и поместить в морозильную камеру на 30-40 минут, чтобы легче было нарезать.
Шаг 3: Рулет разрезать примерно на 14 кусочков, выложить на противень и запекать при 180-190С 20 минут.
Шаг 4: Ароматная, сытная закуска готова";355.9 ккал;10 г;24.7 г;23.2 г
https://www.povarenok.ru/recipes/show/179783/;"Сырная закуска ""Добрый Джек""";Закуски;"Крекер (с сыром) — 20 г
Сыр творожный — 100 г
Сыр плавленый (ассорти Hochland) — 40 г
Перец красный жгучий (халапеньо) — 3 ломт.
Паприка копченая — 0,5 ч. л.
Лук зеленый — 2 веточ.
Соль — 1 щепот.
Томаты вяленые — 1 горст.
Сыр твердый — 100 г
Перец чили (хлопья) — 1 щепот.";"Шаг 1: Для приготовления сырной закуски готовлю продукты. За основу беру творожный сливочный сыр Hochland. Для массы натираю на терке твердый сыр. Яркий вкус закуске придаст ассорти Hochland, треугольнички сливочный сыр и четыре сыра.
Шаг 2: Смешиваю блендером все виды сыров, вяленые томаты, паприку копченую, щепотку соли и чили перца.
Шаг 3: К сырной массе добавляю измельченный перец халапеньо и зеленый лук. хорошо все перемешиваю. Выкладываю сырную массу в пиалу, выстеленную пищевой пленкой. Концы пленки собираю и стягиваю шпагатом им же перематываю сырный шар, формируя форму тыквы с бороздками. Ставлю форму в холодильник (можно поставить в морозильную камеру) на 5-10 минут.
Шаг 4: В блендере измельчаю в мелкую крошку сырные крекеры. Достаю сырную закску из холодильника, удаляю пленку и шпагат. Обваливаю ""тыкву"" в крошке из сырных крекеров и перекладываю на блюдо.
Шаг 5: Подаю сырную закуску с крекерами, начос, крендельками другими снеками.";190.8 ккал;15 г;10 г;11.6 г
https://www.povarenok.ru/recipes/show/179782/;Картофельная запеканка с мясом;Горячие блюда;"Картофель — 1 кг
Свинина — 800 г
Шампиньоны — 250 г
Масло растительное — 4 ст. л.
Порошок чесночный — 1 ч. л.
Паприка сладкая — 1 ч. л.
Перец черный (молотый) — 0,5 ч. л.
Соль — 1 ч. л.
Тимьян (сухой) — 1 ч. л.
Орегано (сухой) — 0,5 ч. л.
Сыр творожный (сливочный Hochland) — 200 г
Молоко — 1 стак.
Сыр твердый — 200 г
Зелень (петрушка) — 1 пуч.";"Шаг 1: Для приготовления запеканки готовлю продукты. Количество их факультативно.
Шаг 2: Картофель очищаю от кожуры, мою и натираю на терке тонкими слайсами. Несколько ломтиков откладываю для оформления верха запеканки.
Шаг 3: Мясо нарезаю тонкими ломтиками. Произвольно режу грибы.
Шаг 4: Измельчаю зелень. В миске, соответствующего размера соединяю все компоненты запеканки: мясо, картофель, грибы, зелень, чесночный порошок, паприку, орегано, тимьян, черный молотый перец, соль. Вливаю растительное масло и перемешиваю.
Шаг 5: Перекладываю картофель с мясом и грибами в форму для запекания. Верх запеканки оформляю отложенными картофельными ломтиками.
Шаг 6: Для заливки смешиваю молоко с творожным сливочным сыром Hochland и вливаю смесь в форму.
Шаг 7: Накрываю форму фольгой и запекаю в духовке, разогретой до 180 градусов 2 часа. За 20 минут до готовности фольгу снимаю. Через 15 минут сверху на запеканку распределяю натертый твердый сыр и увеличиваю температуру до 230 градусов, чтобы сыр расплавился и подрумянился.";152.8 ккал;8.2 г;9.8 г;8.2 г
https://www.povarenok.ru/recipes/show/179781/;Большой сэндвич для всей семьи;Закуски;"Индейка (филе грудки индейки ""Индилайт"") — 200 г
Хлеб (большие ломти тостового хлеба) — 3 ломт.
Помидор — 1 шт
Яйцо куриное — 2 шт
Морковь (по-корейски) — 100 г
Масло растительное — 2 ст. л.
Соус (барбекю) — 2 ст. л.
Соль — по вкусу
Листья салата / Салат (любой салат) — 1 шт
Зелень (укроп, петрушка, зелёный лук и т.д.) — по вкусу";"Шаг 1: Для приготовления сэндвича берём филе грудки индейки. У меня - ""Индилайт"". Режем филе стейками толщиной около 2 см, отбиваем через плёнку.
Шаг 2: На горячую сковороду наливаем масло (1 ст. л.), кладём отбитое филе индейки, обжариваем на среднем огне до подрумянивая с обеих сторон около 12 минут. Готовую индейку убираем со сковороды. Сковороду моем.
Шаг 3: Готовим яичницу с помидорами. В миске взбиваем яйцо, солим. Помидор режем мелкими кубиками, зелень измельчаем, у меня - укроп. Смешиваем яйца с помидорами и зеленью.
Шаг 4: На горячую сковороду наливаем остатки масла. Выливаем яичную смесь, готовим на среднем огне до готовности, около 5 минут, под закрытой крышкой.
Шаг 5: Берём большие ломти тостового хлеба, у меня - пшенично-ржаной, подсушиваем в тостере или на сковороде-гриль.
Шаг 6: Собираем сэндвич. На тост кладём помытые, обсушенные листья салата.
Шаг 7: Сверху салатных листьев кладём яичницу с помидорами.
Шаг 8: Второй подсушенный тост смазываем с обеих сторон соусом барбекю, кладём следующим слоем.
Шаг 9: На него кладём жареное филе индейки.
Шаг 10: На индейку кладём морковь по-корейски.
Шаг 11: Придавливаем третьим ломтем подсушенного хлебного тоста.
Шаг 12: Сэндвич готов! Можно подавать. При употреблении, конечно, его необходимо разрезать. Приятного аппетита!";166.8 ккал;9.8 г;10.1 г;8.9 г
https://www.povarenok.ru/recipes/show/179780/;Закуска с колбасками из индейки;Закуски;"Колбаски (из индейки ТМ ""Индилайт"") — 5 шт
Сыр плавленый (любой (у меня Карат 45% - 90 гр.) — 3 шт
Томаты вяленые — 30 г
Маслины (без косточек) — 30 г
Лук зеленый (нарезать) — 3 веточ.
Хлеб (любой, нарезать небольшими ломтиками) — по вкусу";"Шаг 1: Приготовление закуски начнём с начинки. Колбаски из индейки ТМ ""Индилайт"" нарежьте соломкой.
Шаг 2: Затем нарежьте вяленые томаты и маслины без косточек.
Шаг 3: Плавленый сыр натереть на крупной терке и растопить на водяной бане.
Шаг 4: Когда сыр полностью расплавится добавьте в него нарезанные колбаски, маслины и зеленый лук. Все хорошо перемешайте.
Шаг 5: Приготовьте форму для закуски размером 19х14, смажьте её растительным маслом и наполните закуской, накройте крышкой и поставьте в холодильник ~ на 2 часа.
Шаг 6: Затем при помощи лопатки вынимаем закуску из формы.
Шаг 7: Нарежьте закуску кусочками нужного вам размера.
Шаг 8: Можно подать на ломтиках хлеба в виде мини-бутербродов. Очень удобно брать с собой в качестве перекуса на работу или положить ребенку в школу. Приятного аппетита!";226.8 ккал;16.4 г;16.4 г;3 г
