url;name;category;ingredients;steps;calories;protein;fat;carbohydrates
https://www.povarenok.ru/recipes/show/177119/;Неправильный мужужи;Закуски;"Свинина (свиные ножки) — 5 шт
Чеснок — 5 зуб.
Кинза (свежая) — 1 пуч.
Уксус (винный белый 6%) — 70 мл
Соль — 1 ч. л.
Перец черный (горошком) — 1 щепот.
Перец душистый (горошком) — 1 щепот.
Лист лавровый — 3 шт";"Шаг 1: Для приготовления мужужи подготовьте все необходимые ингредиенты. Свиные ножки тщательно помойте, поскоблите ножом и, залив холодной водой, оставьте на ночь.
Шаг 2: На следующий день воду слейте и ножки ополосните (при необходимости еще раз почистите) Сложите в кастрюлю ТМ Kukmara, залейте водой, доведите до кипения и варите на среднем огне примерно 30-40 минут.
Шаг 3: Спустя это время воду слейте, ножки промойте, сложите обратно в кастрюлю ТМ Kukmara и залейте свежей холодной водой. Добавьте лавровый лист и перец горошком (горький и душистый).
Шаг 4: Доведите до кипения, огонь убавьте и варите в течение 2-х часов. В конце варки добавьте соль, проварите и снимите с огня. Ножки переложите в отдельную посуду и остудите. Бульон не выливайте, он нам еще пригодится.
Шаг 5: И вот на этом этапе начинается неправильное приготовление: отделите мясо от костей.
Шаг 6: В миску к мясу добавьте измельченный чеснок и нашинкованную свежую зелень кинзы. Влейте белый винный уксус и все перемешайте. При необходимости посолите по вкусу и добавьте мясного бульона столько, сколько позволяет объем вашей формы, где будет застывать мужужи.
Шаг 7: Перелейте массу в форму и поставьте в холодильник для застывания, лучше на ночь.";;;;
https://www.povarenok.ru/recipes/show/177118/;Макароны с крабовыми палочками;Горячие блюда;"Макаронные изделия / Макароны (бантики) — 200 г
Крабовые палочки — 200 г
Сыр твердый — 40 г
Сметана — 2 ст. л.
Масло сливочное — 30 г
Мука пшеничная / Мука — 1 ч. л.
Соль — по вкусу
Перец черный — 0.5 ч. л.
Петрушка — 2 веточ.
Чеснок — 2 зуб.";;161.4 ккал;6.4 г;6.9 г;18.3 г
https://www.povarenok.ru/recipes/show/177117/;Рис с копчеными колбасками;Горячие блюда;"Рис — 150 г
Колбаски (копченые, типа баварские, охотничьи) — 150 г
Морковь — 1 шт
Лук репчатый — 1 шт
Масло растительное — 3 ст. л.
Вода (горячая) — 250 мл
Соль — по вкусу
Перец черный — по вкусу";"Шаг 1: Приготовить продукты
Шаг 2: Натрите морковь на терке, нарежьте лук. Колбаски нарежьте небольшими кружочками.
Шаг 3: В сковороде разогрейте растительное масло, добавьте лук, обжарьте до прозрачности, затем выложите натертую морковь и обжаривайте все вместе минуты три. Я готовила на высококачественной антипригарной сковороде Granit ultra от ТМ Kukmara, на минимальном количестве масла.
Шаг 4: К зажарке добавьте нарезанные копченые колбаски
Шаг 5: Обжаривайте 2-3 минуты.
Шаг 6: Рис тщательно промойте и выложите в сковороду, налейте горячую воду.
Шаг 7: Содержимое сковороды перемешайте, закройте сковороду крышкой и на медленном огне готовьте 20 минут.
Шаг 8: Готовое блюдо по желанию посыпьте зеленью, добавьте вяленые помидоры, любимые овощи. Приятного аппетита!";163.9 ккал;4.3 г;10.4 г;13.5 г
https://www.povarenok.ru/recipes/show/177116/;Морковные кутабы;Выпечка;"Морковь (среднего размера) — 1 шт
Яйцо куриное — 2 шт
Вода — 2 ст. л.
Мука пшеничная / Мука — 4 ст. л.
Соль — по вкусу
Перец черный (молотый) — по вкусу
Фета — 100 г
Петрушка (или зелень петрушки) — по вкусу
Перец черный (молотый) — по вкусу
Масло растительное — 1 ст. л.";"Шаг 1: Морковь очистить овощерезкой, помыть, обсушить кухонным полотенцем и натереть на крупной тёрке. Совет! Лучше использовать терку для корейской моркови.
Шаг 2: В чашку с натертой морковью добавить яйца.
Шаг 3: Затем добавить необходимое количество муки, воду, посолить и поперчить по вкусу.
Шаг 4: Морковную массу хорошо перемешать до однородности. По консистенции тесто с морковью будет чуть жиже, чем на оладья. !!! При необходимости можно добавить немного воды.
Шаг 5: Приготовить начинку. Для этого сыр Фета выложить в чашку, добавить мелко порубленную зелень петрушки, поперчить по вкусу. Совет! Можете использовать и другой сыр: рассольный, брынза, ориентируйтесь на свой вкус.
Шаг 6: Сырную массу хорошо перемешать. Начинка готова.
Шаг 7: Жарить морковные кутабы будем на сковороде ТМ Kukmara Granit Ultra. Сковородку смазать совсем небольшим количеством растительного масла. Сковорода ТМ Kukmara Granit Ultra покрыта ультрапрочным антипригарным покрытием, что позволяет использовать минимальное количество жира.
Шаг 8: На смазанную растительным маслом сковороду выложить порцию морковного теста, максимально разравнивая ложкой, чтобы получилась тонкая лепёшка.
Шаг 9: Как только лепёшка сверху схватится – перевернуть ее на другую сторону. Выложить порцию сырной начинки (около 2-х столовых ложек) на одну сторону лепешки.
Шаг 10: Накрыть сверху другой стороной, немного прижимая края. Обжарить кутаб с двух сторон до румяной корочки. Таким же образом приготовить остальные кутабы.
Шаг 11: Готовые кутабы сложить на блюдо и подать к столу. Совет! Можно подать с соусом, приготовив его из сметаны, мелко тертого чеснока, черного перца и соли.";201.1 ккал;8.4 г;8.7 г;22 г
https://www.povarenok.ru/recipes/show/177115/;Компот зимний;Напитки;"Ягода (Замороженные) — 300 г
Яблоко (Крупные) — 2 шт
Лимон — 1 шт
Бадьян — 2 шт
Мед — 2 ст. л.
Вода — 2500 мл";"Шаг 1: Для приготовления компота я взяла смесь замороженных ягод - смородина и ежевика. Яблоки выбрала твёрдые, помыла, разрезала на 4 части, не убирая семенную коробочку (говорят в яблочных семенах много пользы). Лимон среднего размера.
Шаг 2: Поставила кастрюлю с водой на сильный огонь, сразу в неё отправила яблоки и бадьян (Бадьян, известный еще как звездчатый анис, относится к семейству иллициевых. При этом его не надо путать с анисом — травянистым растением семейства зонтичных. До нашей эры бадьян добавляли в пищу китайцы, а европейцы стали использовать его как пряность в пирогах и пряниках только в XVI веке.)
Шаг 3: Как только вода закипела - выжала сок из половины лимона, вторую половину нарезала колечками, и опустила в кастрюлю вместе с ягодами.
Шаг 4: Вода с ягодами закипела, тут же выключила огонь. Накрыла крышкой. Кастрюля от ТМ Kukmara имеет толстые стенки и теплораспределительный слой на дне, долго сохраняет тепло и компот настоялся в ней, не теряя полезных свойств ягод и фруктов. В слегка остывший компот добавила мед, аккуратно перемешала, чтобы не повредить дольки яблок. Дала ещё настояться.
Шаг 5: Вот такой душистый, насыщенный, яркий, полезный и очень вкусный получился компот! Можно пить в тёплом и в охлажденном виде.
Шаг 6: Яблоки не разварились, пропитались вкусом, ароматом и цветом. Очень вкусные, их можно просто съесть, а можно добавить в йогурт или в кашу. Я просто влюбилась в эту кастрюлю линейки ""LEON"" от ТМ Kukmara, ведь благодаря приготовлению в качественной посуде можно сохранить полезные свойства приготовленных продуктов. Выбирая себе новую посуду на кухню, обязательно купите от ТМ Kukmara, у российской компании большой выбор функциональной и качественной посуды.";13.1 ккал;0.1 г;0 г;3 г
https://www.povarenok.ru/recipes/show/177114/;"Пирог ""Солнце""";Выпечка;"Сыр мягкий (У меня был камамбер) — 125 г
Сосиска — 10 шт
Тесто слоеное бездрожжевое — 1 пач.
Яйцо куриное — 1 шт";"Шаг 1: Раскатываем тесто, срезаем корку с верхней части сыра и кладем его в центр теста
Шаг 2: Накладываем второй слой теста на сыр и первый слой, прорезаем лучики и кладем на них по кусочку сосисок
Шаг 3: Закатываем первые лучики, а на вторые лучики тоже раскладываем кусочки сосисок
Шаг 4: Закатываем вторые лучики, смазываем пирог взбитым яйцом (можно посыпать кунжутом) и ставим в духовку на 40 минут при температуре 180 градусов";290.3 ккал;6.7 г;19.4 г;21.7 г
https://www.povarenok.ru/recipes/show/177110/;Тыквенно-яблочный нектар;Напитки;"Тыква (вес в очищенном виде) — 1 кг
Яблоко (вес в очищенном виде) — 500 г
Лимон — 1 шт
Апельсин — 1 шт
Сахар — 250 г
Вода — 1,5 л";"Шаг 1: Для приготовления сока я взяла кастрюлю ТМ Kukmara, объемом 3 литра. В этой посуде удобно и надежно абсолютно всё: от стеклянной крышки с широким металлическим ободом до надёжных ручек на заклепках. Они комфортны в использовании и совсем незначительно нагреваются при высоких температурах.
Шаг 2: Тыкву очистите от семечек и кожуры, а у яблок удалите сердцевину и очистите кожицу. Крупно нарежьте яблоки и тыкву.
Шаг 3: В кастрюлю ТМ Kukmara складываем нарезанные кусочки яблок и тыквы. Поставьте кастрюлю на плиту и залейте тыкву с яблоками водой с таким расчетом, чтобы они полностью ею покрылись - мне понадобилось 1,5 литра воды. На большом огне доведите до кипения, убавьте нагрев и варите под крышкой до мягкости тыквы, периодически снимая образовавшуюся пену. Как правило, на это уходит 15-20 минут.
Шаг 4: Как только тыква с яблоками станут очень мягкими, выключить плиту и пробить массу блендером до однородного состояния.
Шаг 5: Напиток попробуйте на вкус и в зависимости от сладости тыквы и яблок, добавьте по вкусу сахар, а если вы не приветствуете сахар, то его можно и не добавлять. На 3 литра напитка мне понадобилось 250 г сахара. В качестве консерванта добавьте в нектар сок одного лимона и для вкуса сок одного большого апельсина. Все хорошо перемешайте до растворения сахара. Густоту этого напитка регулируйте количеством добавляемой жидкости - если хотите нектар погуще, оставьте как есть, а если любите более жидкие напитки, добавьте воду или фруктовый сок до необходимой консистенции.
Шаг 6: Снова доведите напиток до кипения, снимите образовавшуюся пену, кипятите 5-10 минут. Готовый напиток разлейте в стерилизованные банки и закрутите стерилизованными крышками. Если будите употреблять напиток сразу, то нужно его предварительно охладить.
Шаг 7: Пейте с удовольствием и будьте здоровы!";51.8 ккал;0.6 г;0.2 г;12.8 г
https://www.povarenok.ru/recipes/show/177109/;Сенатский фасолевый суп;Бульоны и супы;"Фасоль (белая сухая) — 200 г
Ребра свиные (копченые) — 200 г
Вода — 1,5 л
Картофель — 300 г
Молоко — 125 мл
Масло сливочное — 1 ст. л.
Сельдерей черешковый — 1 шт
Лук репчатый — 150 г
Чеснок — 1 зуб.
Соль (по вкусу) — 1 ч. л.";"Шаг 1: Для приготовления супа используйте кастрюлю с толстым дном. Я готовила в нержавеющей кастрюле ТМ ""Кукмара"" серии ""Leon"". Оптимальный объем 3 литра и утолщенное дно - как раз то, что нужно! Итак, сухую белую фасоль замочите в воде на 8-12 часов.
Шаг 2: После чего воду слейте. Фасоль промойте. Залейте 1,5 литрами свежей воды, добавьте копченые рёбра и поставьте вариться. Доведите до кипения, убавьте огонь и варите около 1,5 часов. Не солим!
Шаг 3: Затем добавьте очищенный целый картофель и варите еще около 30 минут, пока картофель не сварится и не станет мягким.
Шаг 4: После чего извлеките из супа рёбра, слегка остудите их.
Шаг 5: Срежьте с рёбрышек мясо, нарежьте его мелко и верните обратно в кастрюлю.
Шаг 6: Сваренный до мягкости картофель разомните вилкой или толкушкой для пюре и, подливая подогретое молоко, размешайте до однородности.
Шаг 7: Полученное картофельное пюре верните в суп.
Шаг 8: А тем временем параллельно нужно приготовить заправку для супа. В рецепте Дюбуа заправка готовится из лука, чеснока и стеблевого сельдерея.
Шаг 9: Нарежьте лук, сельдерей и чеснок мелко и поджарьте до прозрачности на сливочном масле. Для приготовления заправки я использовала сковороду ТМ ""Кукмара"" Granit Ultra. Идеальный диаметр - 24 см и очень качественное антипригарное покрытие.
Шаг 10: Добавьте в суп заправку, посолите по вкусу и потомите суп на тихом огне еще около получаса. Если посчитаете, что суп получился густой, то его можно разбавить молоком до желаемой густоты и довести до кипения. Сытный, кремовый, ароматный сенатский фасолевый суп будет кстати и в российские холода!";73.9 ккал;3.7 г;2.9 г;8.6 г
https://www.povarenok.ru/recipes/show/177108/;Тушёная капуста с колбасками по-чешски;Горячие блюда;"Колбаса (полу-копчёная) — 400 г
Капуста белокочанная / Капустa — 500 г
Лук репчатый — 1 шт
Сало (свиное) — 1 ст. л.
Жир (утиный) — 2 ст. л.
Масло сливочное — 30 г
Уксус (9%) — 1 ч. л.
Сахар — 3 ч. л.
Бульон (мясной) — 100 мл
Перец черный (молотый) — по вкусу
Соль — по вкусу
Тмин — 1 ч. л.
Мука пшеничная / Мука — 1 ст. л.";"Шаг 1: Сразу скажу, что ингредиенты у меня записаны так, как увидела этот рецепт в интернете. Я внесла некоторые поправки и делала половину указанного количества. Берём полукопчёную колбасу, у меня свиная. Если колбаски небольшие, то оставляем их целиком. Если, как у меня - ""коляска"", то режем колечками.
Шаг 2: Берём сковороду, у меня - антипригарная сковорода ТМ KUKMARA. Эта сковорода быстро нагревается, медленно остывает, требует минимум масла для жарки. Кладём на сковороду сливочное масло, нагреваем, кладём колбаски и обжариваем около 5 минут на среднем огне до румяности с обеих сторон.
Шаг 3: Убираем колбаски со сковороды. Режем сало мелкими кусочками. У меня не было утиного жира, поэтому всё заменила салом. Вытапливаем сало на среднем огне.
Шаг 4: Лук режем полукольцами или стрелками.
Шаг 5: Обжариваем лук до золотистости на вытопленном сале.
Шаг 6: Капусту режем тонкими полосками и кладём на сковороду к луку.
Шаг 7: Перемешиваем капусту с луком, наливаем бульон, уксус, кладём соль, сахар, чёрный перец, тмин. Перемешиваем и тушим на слабом огне 30-35 минут, периодически перемешивая. Я положила меньше сахара (1 ч. л.), но больше уксуса (1 ст. л.).
Шаг 8: Кладём к готовой капусте муку, перемешиваем.
Шаг 9: Сверху капусты кладём жареные колбаски, закрываем крышку, отключаем огонь. Даём колбаскам прогреться с капустой.
Шаг 10: Подаём блюдо горячим. Приятного аппетита!";167.7 ккал;5.8 г;13.3 г;6.5 г
https://www.povarenok.ru/recipes/show/177107/;Тушёные баклажаны с маринованным луком;Закуски;"Баклажан (в очищенном виде) — 500 г
Лук красный (для маринования) — 2 шт
Лук репчатый (для тушения) — 2 шт
Укроп — 0,5 пуч.
Чеснок (одна средняя головка) — 1 шт
Перец болгарский (среднего размера) — 1 шт
Перец чили — по вкусу
Масло растительное — 3 ст. л.
Специи (смесь перцев свежемолотая, соль 2 ч. л. без верха) — по вкусу
Маринад (вода - 300 мл; уксус 6%-3 ст. л, соль - 0,5 ч. л.; сахар - 1ч.л.) — по вкусу";"Шаг 1: Для приготовления этого блюда продуктов потребуется совсем немного - баклажаны, лук, чеснок и перец, зелень и растительное масло. Баклажаны и сладкий перец очистила и порезала крупным кубиком. Острый перец и укроп мелко порубила. Очищенный чеснок порезала пластинами.
Шаг 2: Для маринования я взяла красный лук, порезала его перьями,
Шаг 3: залила маринадом из воды уксуса, сахара и соли - пропорции для него по моему вкусу, кому-то нравиться больше соли, кому-то больше кислинки. Надо пробовать. Отставить в прохладное место.
Шаг 4: Лук репчатый порезала кубиком среднего размера.
Шаг 5: В сковороду влила растительное масло, хотя на сковороде с покрытием ""Ultra Granit"" от ТМ Кukmara вполне можно готовить и без масла, но к баклажанам его немного надо, масло слегка нагрела на среднем огне, выложила лук. Лук слегка пассеровала, как только он стал ""прозрачным"" -
Шаг 6: добавила баклажаны, перемешала с луком и
Шаг 7: тушила на среднем огне минут 10. Затем добавила смесь перцев и соль.
Шаг 8: А также добавила перец сладкий, острый и чеснок. Все перемешала и накрыла сковороду крышкой. Под крышкой тушила овощи 5-7 минут.
Шаг 9: С красного лука слила маринад, не отжимая, выложила на баклажаны, сверху рубленный укроп,
Шаг 10: опять накрыла крышкой и отключила огонь - пусть овощи ещё потомятся, а вкусы и ароматы соединятся в ""букет"".
Шаг 11: Как видите, блюдо готовится легко и быстро.
Шаг 12: Пусть остынет и можно подавать. Хотя кому-то, возможно, понравится и как гарнир к мясным блюдам, в горячем виде.";69.2 ккал;1 г;4.2 г;32.9 г
